attempt_id,student_id,quiz_id,score,attempt_date
7828,13951,1,44.0,2026-03-30
7829,13955,13,50.0,2025-11-14
7830,13955,17,59.0,2025-12-03
7831,13956,19,83.0,2024-03-30
7832,13956,20,78.0,2024-03-30
7833,13958,1,63.0,2026-04-05
7834,13959,7,57.0,2024-12-02
7835,13960,23,47.0,2025-02-02
7836,13963,9,63.0,2026-04-15
7837,13964,3,42.0,2025-05-16
7838,13965,1,53.0,2024-09-21
7839,13967,9,46.0,2025-11-29
7840,13969,5,49.0,2026-03-16
7841,13970,23,50.0,2024-07-06
7842,13970,19,35.0,2024-06-22
7843,13971,19,44.0,2024-08-13
7844,13972,15,43.0,2026-01-10
7845,13977,15,40.0,2026-02-18
7846,13979,21,63.0,2024-12-02
7847,13979,7,75.0,2025-02-23
7848,13979,8,99.0,2025-02-23
7849,13988,7,36.0,2024-11-27
7850,13989,1,91.0,2026-04-24
7851,13989,2,77.0,2026-04-24
7852,13992,7,45.0,2024-11-12
7853,13992,19,65.0,2024-11-06
7854,13996,17,47.0,2026-02-04
7855,13997,7,49.0,2024-04-06
7856,14001,11,53.0,2024-02-02
7857,14002,1,94.0,2025-08-26
7858,14002,2,77.0,2025-08-26
7859,14003,17,76.0,2026-01-11
7860,14003,18,72.0,2026-01-11
7861,14004,19,45.0,2025-12-28
7862,14004,7,99.0,2026-01-14
7863,14004,8,96.0,2026-01-14
7864,14009,3,54.0,2026-05-16
7865,14011,3,45.0,2026-01-10
7866,14011,19,42.0,2026-01-04
7867,14012,1,45.0,2024-02-17
7868,14013,1,47.0,2025-05-29
7869,14014,3,49.0,2025-06-22
7870,14015,15,77.0,2025-11-15
7871,14015,16,99.0,2025-11-15
7872,14024,15,91.0,2025-11-29
7873,14024,16,77.0,2025-11-29
7874,14024,11,44.0,2025-10-25
7875,14027,7,42.0,2025-03-19
7876,14028,21,89.0,2025-09-07
7877,14028,22,75.0,2025-09-07
7878,14030,19,96.0,2024-09-19
7879,14030,20,81.0,2024-09-19
7880,14031,13,72.0,2025-12-29
7881,14031,14,94.0,2025-12-29
7882,14033,21,54.0,2024-10-28
7883,14038,19,60.0,2024-06-23
7884,14046,15,77.0,2024-05-12
7885,14046,16,79.0,2024-05-12
7886,14047,7,55.0,2024-08-02
7887,14048,19,39.0,2024-03-26
7888,14049,7,43.0,2025-02-27
7889,14050,21,83.0,2025-01-23
7890,14050,22,87.0,2025-01-23
7891,14051,23,39.0,2024-09-04
7892,14054,5,59.0,2025-10-23
7893,14058,23,74.0,2026-02-09
7894,14058,24,90.0,2026-02-09
7895,14059,7,58.0,2024-10-15
7896,14061,19,59.0,2024-08-12
7897,14066,15,84.0,2026-02-27
7898,14066,16,84.0,2026-02-27
7899,14067,17,37.0,2025-08-08
7900,14069,19,51.0,2025-01-28
7901,14070,11,42.0,2025-07-15
7902,14074,21,35.0,2025-03-02
7903,14077,9,90.0,2025-04-13
7904,14077,10,83.0,2025-04-13
7905,14079,13,44.0,2025-07-20
7906,14084,11,100.0,2025-04-11
7907,14084,12,98.0,2025-04-11
7908,14087,1,84.0,2024-11-04
7909,14087,2,72.0,2024-11-04
7910,14087,7,92.0,2024-10-29
7911,14087,8,79.0,2024-10-29
7912,14089,21,42.0,2024-08-22
7913,14090,19,55.0,2025-12-17
7914,14093,23,89.0,2025-10-22
7915,14093,24,92.0,2025-10-22
7916,14094,13,62.0,2025-01-26
7917,14096,5,57.0,2025-01-19
7918,14099,5,47.0,2025-06-07
7919,14099,7,49.0,2025-06-13
7920,14101,21,96.0,2025-01-03
7921,14101,22,98.0,2025-01-03
7922,14102,3,46.0,2025-06-16
7923,14103,7,97.0,2024-07-16
7924,14103,8,89.0,2024-07-16
7925,14105,7,47.0,2024-08-09
7926,14106,15,47.0,2026-03-25
7927,14107,9,59.0,2025-07-13
7928,14108,23,99.0,2025-04-19
7929,14108,24,78.0,2025-04-19
7930,14111,19,59.0,2024-05-09
7931,14116,17,52.0,2025-03-11
7932,14116,13,45.0,2025-02-02
7933,14117,21,35.0,2025-11-17
7934,14123,23,44.0,2024-12-27
7935,14124,7,55.0,2024-11-19
7936,14128,1,64.0,2025-12-07
7937,14129,13,60.0,2025-02-27
7938,14132,7,99.0,2024-07-06
7939,14132,8,81.0,2024-07-06
7940,14133,19,39.0,2026-02-14
7941,14134,19,38.0,2026-01-31
7942,14134,23,83.0,2026-02-20
7943,14134,24,94.0,2026-02-20
7944,14136,1,50.0,2024-12-25
7945,14140,19,65.0,2024-06-26
7946,14141,19,85.0,2025-01-25
7947,14141,20,80.0,2025-01-25
7948,14144,5,58.0,2025-08-08
7949,14145,5,44.0,2024-10-04
7950,14145,21,91.0,2024-12-01
7951,14145,22,93.0,2024-12-01
7952,14146,1,83.0,2025-02-26
7953,14146,2,100.0,2025-02-26
7954,14149,11,48.0,2025-09-21
7955,14153,19,72.0,2024-08-15
7956,14153,20,81.0,2024-08-15
7957,14153,7,92.0,2024-06-17
7958,14153,8,83.0,2024-06-17
7959,14154,1,59.0,2024-10-04
7960,14155,23,41.0,2024-06-13
7961,14156,7,43.0,2024-06-09
7962,14163,13,94.0,2025-12-10
7963,14163,14,95.0,2025-12-10
7964,14165,7,46.0,2025-01-13
7965,14167,7,42.0,2025-09-07
7966,14171,5,73.0,2025-07-04
7967,14171,6,76.0,2025-07-04
7968,14172,5,61.0,2024-04-02
7969,14176,15,58.0,2025-04-07
7970,14178,1,59.0,2024-10-20
7971,14181,1,65.0,2025-06-16
7972,14181,9,45.0,2025-06-16
7973,14184,7,39.0,2025-08-02
7974,14185,7,56.0,2024-05-11
7975,14186,5,82.0,2026-04-28
7976,14186,6,81.0,2026-04-28
7977,14189,19,82.0,2025-06-04
7978,14189,20,80.0,2025-06-04
7979,14195,17,93.0,2026-05-16
7980,14195,18,97.0,2026-05-16
7981,14196,19,65.0,2024-08-27
7982,14198,19,36.0,2025-02-23
7983,14198,21,86.0,2025-02-26
7984,14198,22,99.0,2025-02-26
7985,14199,1,53.0,2025-07-20
7986,14204,19,52.0,2024-07-29
7987,14206,23,87.0,2024-08-18
7988,14206,24,98.0,2024-08-18
7989,14206,7,88.0,2024-08-25
7990,14206,8,99.0,2024-08-25
7991,14221,7,61.0,2024-03-09
7992,14223,1,50.0,2025-12-29
7993,14224,9,92.0,2025-11-15
7994,14224,10,72.0,2025-11-15
7995,14225,7,50.0,2024-05-25
7996,14226,19,82.0,2025-10-07
7997,14226,20,79.0,2025-10-07
7998,14228,23,47.0,2024-09-13
7999,14228,21,40.0,2024-08-15
8000,14230,19,40.0,2024-10-24
8001,14231,11,54.0,2025-06-07
8002,14235,17,40.0,2025-11-28
8003,14239,7,55.0,2024-06-18
8004,14245,7,64.0,2024-05-08
8005,14246,19,52.0,2025-08-31
8006,14247,23,79.0,2025-10-22
8007,14247,24,79.0,2025-10-22
8008,14250,21,46.0,2024-10-09
8009,14255,23,85.0,2024-09-15
8010,14255,24,90.0,2024-09-15
8011,14255,7,77.0,2024-09-03
8012,14255,8,94.0,2024-09-03
8013,14255,19,49.0,2024-08-10
8014,14256,5,73.0,2025-08-23
8015,14256,6,81.0,2025-08-23
8016,14262,5,75.0,2025-02-04
8017,14262,6,78.0,2025-02-04
8018,14263,1,93.0,2026-01-13
8019,14263,2,96.0,2026-01-13
8020,14265,5,50.0,2026-05-14
8021,14267,15,45.0,2026-02-19
8022,14268,19,92.0,2024-08-04
8023,14268,20,95.0,2024-08-04
8024,14268,23,61.0,2024-07-15
8025,14271,13,35.0,2025-08-30
8026,14274,11,49.0,2025-08-24
8027,14276,1,44.0,2024-11-03
8028,14276,5,78.0,2024-10-11
8029,14276,6,81.0,2024-10-11
8030,14283,7,59.0,2024-08-18
8031,14283,23,82.0,2024-09-29
8032,14283,24,80.0,2024-09-29
8033,14284,7,42.0,2026-03-04
8034,14287,23,48.0,2026-03-26
8035,14290,21,90.0,2024-11-11
8036,14290,22,82.0,2024-11-11
8037,14296,1,40.0,2024-10-13
8038,14297,7,85.0,2026-04-05
8039,14297,8,95.0,2026-04-05
8040,14298,7,37.0,2024-10-17
8041,14301,5,81.0,2024-05-04
8042,14301,6,74.0,2024-05-04
8043,14302,23,39.0,2024-07-31
8044,14303,21,37.0,2024-12-30
8045,14306,7,80.0,2024-11-02
8046,14306,8,89.0,2024-11-02
8047,14308,17,50.0,2025-10-08
8048,14309,23,61.0,2024-06-29
8049,14309,7,64.0,2024-05-30
8050,14314,19,36.0,2024-06-02
8051,14317,5,65.0,2026-02-28
8052,14317,13,52.0,2026-02-28
8053,14318,7,64.0,2024-03-17
8054,14319,1,96.0,2024-11-09
8055,14319,2,80.0,2024-11-09
8056,14319,19,59.0,2024-09-23
8057,14321,23,47.0,2026-03-01
8058,14323,7,45.0,2026-03-28
8059,14324,7,37.0,2024-11-23
8060,14324,23,64.0,2024-12-05
8061,14325,1,41.0,2024-12-03
8062,14328,7,92.0,2025-01-12
8063,14328,8,100.0,2025-01-12
8064,14338,7,55.0,2024-04-10
8065,14344,3,36.0,2026-05-21
8066,14346,23,41.0,2025-01-02
8067,14348,23,57.0,2024-08-19
8068,14348,7,37.0,2024-08-14
8069,14349,9,35.0,2025-05-06
8070,14352,19,44.0,2026-03-17
8071,14353,19,54.0,2024-12-12
8072,14358,3,47.0,2025-06-10
8073,14358,5,80.0,2025-08-10
8074,14358,6,72.0,2025-08-10
8075,14359,9,99.0,2024-02-14
8076,14359,10,84.0,2024-02-14
8077,14360,1,60.0,2025-12-27
8078,14370,7,41.0,2025-11-25
8079,14372,9,41.0,2026-04-26
8080,14373,21,92.0,2025-04-17
8081,14373,22,97.0,2025-04-17
8082,14378,5,60.0,2024-04-24
8083,14385,21,60.0,2026-04-27
8084,14386,3,36.0,2025-12-26
8085,14387,21,62.0,2024-12-29
8086,14388,15,57.0,2024-03-11
8087,14388,9,54.0,2024-02-22
8088,14391,11,61.0,2024-03-13
8089,14392,1,53.0,2024-09-30
8090,14395,11,36.0,2025-04-17
8091,14397,7,63.0,2026-02-20
8092,14403,13,62.0,2026-03-29
8093,14404,13,53.0,2026-01-15
8094,14404,9,59.0,2026-01-17
8095,14412,1,64.0,2024-12-01
8096,14414,23,82.0,2026-05-10
8097,14414,24,94.0,2026-05-10
8098,14415,19,100.0,2025-10-29
8099,14415,20,91.0,2025-10-29
8100,14415,23,55.0,2025-09-02
8101,14418,19,59.0,2026-03-17
8102,14419,3,37.0,2024-01-21
8103,14420,19,82.0,2024-11-07
8104,14420,20,72.0,2024-11-07
8105,14420,21,41.0,2024-10-17
8106,14420,1,41.0,2024-09-19
8107,14422,23,57.0,2026-01-12
8108,14423,21,64.0,2024-04-28
8109,14424,7,40.0,2024-07-15
8110,14425,11,62.0,2024-01-19
8111,14428,19,98.0,2025-02-16
8112,14428,20,94.0,2025-02-16
8113,14430,21,57.0,2025-05-16
8114,14431,23,43.0,2024-10-23
8115,14439,1,61.0,2026-04-06
8116,14439,21,55.0,2026-04-10
8117,14441,7,55.0,2024-06-08
8118,14443,23,53.0,2025-01-11
8119,14444,15,42.0,2025-09-16
8120,14446,21,41.0,2025-05-25
8121,14448,19,51.0,2024-07-04
8122,14449,23,85.0,2024-08-11
8123,14449,24,93.0,2024-08-11
8124,14452,13,64.0,2025-12-13
8125,14456,21,44.0,2026-02-05
8126,14462,19,94.0,2024-05-31
8127,14462,20,76.0,2024-05-31
8128,14463,15,38.0,2024-03-17
8129,14465,1,57.0,2025-12-26
8130,14467,11,90.0,2025-01-31
8131,14467,12,91.0,2025-01-31
8132,14470,5,60.0,2025-07-22
8133,14475,9,57.0,2025-12-26
8134,14476,19,37.0,2024-07-30
8135,14476,7,48.0,2024-07-11
8136,14479,1,72.0,2026-01-18
8137,14479,2,98.0,2026-01-18
8138,14481,5,63.0,2025-07-18
8139,14488,21,36.0,2025-09-13
8140,14488,11,64.0,2025-09-22
8141,14494,23,58.0,2024-08-15
8142,14495,23,58.0,2024-08-09
8143,14496,3,46.0,2025-05-19
8144,14497,1,64.0,2024-10-07
8145,14499,7,48.0,2024-04-12
8146,14501,21,72.0,2025-07-25
8147,14501,22,99.0,2025-07-25
8148,14509,7,42.0,2025-07-07
8149,14511,3,51.0,2025-11-04
8150,14516,7,87.0,2024-07-15
8151,14516,8,73.0,2024-07-15
8152,14517,17,44.0,2025-05-09
8153,14519,15,75.0,2025-10-06
8154,14519,16,88.0,2025-10-06
8155,14523,5,42.0,2026-01-08
8156,14523,9,50.0,2026-02-03
8157,14524,17,35.0,2025-01-09
8158,14528,7,52.0,2025-08-29
8159,14529,1,87.0,2025-01-15
8160,14529,2,100.0,2025-01-15
8161,14531,15,58.0,2024-02-08
8162,14535,3,44.0,2025-06-29
8163,14537,9,60.0,2025-09-22
8164,14545,21,91.0,2025-01-27
8165,14545,22,73.0,2025-01-27
8166,14545,17,39.0,2024-12-09
8167,14554,3,65.0,2026-05-04
8168,14556,21,79.0,2025-07-08
8169,14556,22,72.0,2025-07-08
8170,14561,7,47.0,2024-07-10
8171,14565,21,76.0,2025-11-09
8172,14565,22,77.0,2025-11-09
8173,14566,15,79.0,2025-08-15
8174,14566,16,80.0,2025-08-15
8175,14572,19,53.0,2025-02-28
8176,14573,19,37.0,2024-08-03
8177,14575,5,78.0,2025-01-06
8178,14575,6,90.0,2025-01-06
8179,14577,3,84.0,2024-12-22
8180,14577,4,83.0,2024-12-22
8181,14581,19,63.0,2025-06-17
8182,14583,15,39.0,2024-01-25
8183,14587,7,46.0,2024-10-03
8184,14590,17,38.0,2025-01-17
8185,14592,3,40.0,2025-11-11
8186,14602,1,62.0,2024-11-13
8187,14604,1,50.0,2024-09-18
8188,14608,15,51.0,2025-02-08
8189,14609,7,85.0,2024-11-24
8190,14609,8,78.0,2024-11-24
8191,14610,15,54.0,2025-05-19
8192,14621,5,51.0,2024-12-17
8193,14622,19,85.0,2026-05-24
8194,14622,20,77.0,2026-05-24
8195,14626,21,41.0,2024-08-21
8196,14631,1,81.0,2025-01-31
8197,14631,2,81.0,2025-01-31
8198,14634,17,78.0,2026-07-19
8199,14634,18,74.0,2026-07-19
8200,14637,3,91.0,2025-09-20
8201,14637,4,81.0,2025-09-20
8202,14638,11,56.0,2025-03-05
8203,14642,7,55.0,2026-03-19
8204,14643,23,82.0,2025-08-09
8205,14643,24,73.0,2025-08-09
8206,14644,19,50.0,2024-04-14
8207,14649,9,58.0,2025-12-17
8208,14655,5,86.0,2026-05-20
8209,14655,6,92.0,2026-05-20
8210,14656,19,47.0,2025-03-17
8211,14657,19,53.0,2024-11-20
8212,14659,13,50.0,2026-04-03
8213,14659,15,93.0,2026-06-01
8214,14659,16,74.0,2026-06-01
8215,14661,21,50.0,2024-10-19
8216,14664,13,63.0,2025-07-19
8217,14666,13,94.0,2026-02-12
8218,14666,14,85.0,2026-02-12
8219,14670,5,40.0,2025-11-14
8220,14672,15,55.0,2025-03-16
8221,14674,5,51.0,2025-10-30
8222,14676,5,63.0,2025-02-08
8223,14679,7,57.0,2024-10-01
8224,14680,21,43.0,2024-11-06
8225,14682,13,100.0,2025-12-27
8226,14682,14,89.0,2025-12-27
8227,14683,21,90.0,2024-04-14
8228,14683,22,91.0,2024-04-14
8229,14684,7,94.0,2024-08-26
8230,14684,8,89.0,2024-08-26
8231,14693,15,56.0,2024-03-11
8232,14695,11,38.0,2026-01-04
8233,14696,13,81.0,2025-03-26
8234,14696,14,87.0,2025-03-26
8235,14699,1,55.0,2025-10-03
8236,14703,7,54.0,2024-08-19
8237,14707,21,81.0,2025-01-04
8238,14707,22,73.0,2025-01-04
8239,14710,23,63.0,2025-03-19
8240,14711,19,44.0,2024-07-04
8241,14712,5,47.0,2025-01-21
8242,14714,9,47.0,2025-10-17
8243,14715,23,61.0,2024-04-14
8244,14720,7,57.0,2024-05-22
8245,14721,17,49.0,2026-03-02
8246,14725,17,40.0,2024-12-03
8247,14726,19,49.0,2025-11-30
8248,14727,15,58.0,2025-04-07
8249,14729,19,47.0,2025-12-02
8250,14737,1,39.0,2025-12-05
8251,14740,9,87.0,2026-01-16
8252,14740,10,77.0,2026-01-16
8253,14748,23,36.0,2024-10-17
8254,14750,5,36.0,2025-09-01
8255,14752,3,47.0,2024-02-01
8256,14753,21,85.0,2024-12-18
8257,14753,22,89.0,2024-12-18
8258,14757,5,58.0,2025-01-10
8259,14759,13,99.0,2026-04-04
8260,14759,14,84.0,2026-04-04
8261,14760,11,40.0,2025-11-12
8262,14760,15,60.0,2025-12-11
8263,14763,11,37.0,2026-01-01
8264,14767,9,45.0,2025-11-24
8265,14768,15,53.0,2025-11-03
8266,14769,9,60.0,2025-05-31
8267,14774,3,58.0,2025-02-05
8268,14775,5,76.0,2026-01-12
8269,14775,6,83.0,2026-01-12
8270,14777,9,61.0,2025-06-01
8271,14780,1,75.0,2024-10-08
8272,14780,2,81.0,2024-10-08
8273,14782,23,74.0,2024-02-07
8274,14782,24,74.0,2024-02-07
8275,14783,23,92.0,2025-08-09
8276,14783,24,85.0,2025-08-09
8277,14784,23,54.0,2025-07-02
8278,14787,19,73.0,2024-07-23
8279,14787,20,99.0,2024-07-23
8280,14791,15,61.0,2025-09-08
8281,14793,17,50.0,2025-03-26
8282,14794,7,63.0,2024-09-03
8283,14796,1,59.0,2026-01-05
8284,14797,21,49.0,2024-10-07
8285,14798,7,59.0,2024-09-13
8286,14804,23,54.0,2024-12-13
8287,14805,15,50.0,2025-06-16
8288,14808,23,55.0,2024-06-24
8289,14809,23,49.0,2026-03-30
8290,14813,7,51.0,2024-06-12
8291,14813,23,55.0,2024-06-23
8292,14814,3,35.0,2025-12-16
8293,14819,11,62.0,2025-05-18
8294,14822,1,46.0,2024-02-10
8295,14823,3,47.0,2025-08-18
8296,14824,5,88.0,2025-04-17
8297,14824,6,90.0,2025-04-17
8298,14828,5,42.0,2025-07-25
8299,14829,19,52.0,2024-10-02
8300,14835,15,62.0,2026-01-24
8301,14836,19,46.0,2024-08-05
8302,14836,7,44.0,2024-08-12
8303,14837,21,62.0,2025-07-19
8304,14837,13,60.0,2025-08-10
8305,14838,21,55.0,2024-10-29
8306,14839,3,52.0,2025-02-03
8307,14843,17,41.0,2025-11-01
8308,14843,15,76.0,2025-11-13
8309,14843,16,89.0,2025-11-13
8310,14844,17,54.0,2026-05-21
8311,14845,5,61.0,2025-09-29
8312,14851,19,53.0,2024-11-07
8313,14852,5,35.0,2024-12-21
8314,14853,9,46.0,2024-03-02
8315,14853,15,51.0,2024-03-02
8316,14854,3,65.0,2024-04-16
8317,14862,17,54.0,2026-03-21
8318,14873,7,59.0,2026-03-26
8319,14876,19,78.0,2024-03-14
8320,14876,20,77.0,2024-03-14
8321,14877,11,62.0,2025-07-03
8322,14883,15,75.0,2025-07-28
8323,14883,16,95.0,2025-07-28
8324,14884,1,60.0,2024-01-20
8325,14891,15,54.0,2024-03-09
8326,14891,13,59.0,2024-03-13
8327,14893,5,44.0,2025-01-10
8328,14895,23,79.0,2025-07-27
8329,14895,24,78.0,2025-07-27
8330,14897,1,41.0,2026-03-15
8331,14902,21,50.0,2025-09-04
8332,14904,17,44.0,2025-02-25
8333,14906,11,79.0,2026-04-27
8334,14906,12,99.0,2026-04-27
8335,14908,3,57.0,2026-02-26
8336,14909,5,35.0,2024-12-16
8337,14909,1,95.0,2024-12-17
8338,14909,2,81.0,2024-12-17
8339,14911,13,43.0,2025-03-09
8340,14912,13,88.0,2025-05-11
8341,14912,14,81.0,2025-05-11
8342,14918,3,61.0,2025-04-28
8343,14919,11,78.0,2025-08-22
8344,14919,12,98.0,2025-08-22
8345,14921,5,63.0,2025-12-17
8346,14923,9,85.0,2026-03-26
8347,14923,10,86.0,2026-03-26
8348,14924,11,35.0,2025-03-21
8349,14925,5,89.0,2026-02-15
8350,14925,6,78.0,2026-02-15
8351,14927,21,40.0,2025-03-01
8352,14928,13,50.0,2026-04-24
8353,14930,7,95.0,2024-11-16
8354,14930,8,98.0,2024-11-16
8355,14930,5,94.0,2024-11-27
8356,14930,6,73.0,2024-11-27
8357,14930,23,59.0,2024-09-25
8358,14934,11,85.0,2024-05-03
8359,14934,12,90.0,2024-05-03
8360,14936,17,48.0,2025-08-27
8361,14937,5,46.0,2026-04-14
8362,14938,7,53.0,2024-09-27
8363,14941,7,59.0,2026-01-05
8364,14943,19,58.0,2025-12-01
8365,14944,5,78.0,2025-03-14
8366,14944,6,98.0,2025-03-14
8367,14951,19,72.0,2025-01-13
8368,14951,20,83.0,2025-01-13
8369,14952,11,48.0,2025-12-28
8370,14954,21,51.0,2026-02-01
8371,14958,19,62.0,2025-10-21
8372,14961,5,38.0,2024-03-05
8373,14962,23,35.0,2024-07-08
8374,14965,5,91.0,2025-09-20
8375,14965,6,89.0,2025-09-20
8376,14967,7,88.0,2024-10-05
8377,14967,8,78.0,2024-10-05
8378,14970,19,36.0,2024-08-23
8379,14971,17,40.0,2024-12-20
8380,14976,1,47.0,2025-02-18
8381,14979,5,50.0,2025-02-28
8382,14979,21,41.0,2025-02-14
8383,14982,21,52.0,2025-01-11
8384,14984,23,58.0,2024-08-22
8385,14988,23,74.0,2025-01-16
8386,14988,24,84.0,2025-01-16
8387,15004,7,65.0,2024-05-19
8388,15012,7,44.0,2026-05-15
8389,15016,15,61.0,2025-02-06
8390,15017,3,62.0,2026-01-15
8391,15024,19,64.0,2025-03-16
8392,15026,19,58.0,2025-08-18
8393,15028,3,81.0,2025-01-22
8394,15028,4,98.0,2025-01-22
8395,15031,19,46.0,2025-01-17
8396,15032,5,46.0,2024-11-19
8397,15040,19,82.0,2025-05-31
8398,15040,20,94.0,2025-05-31
8399,15042,19,55.0,2024-08-26
8400,15042,7,65.0,2024-08-01
8401,15047,23,48.0,2025-08-17
8402,15047,1,83.0,2025-09-30
8403,15047,2,75.0,2025-09-30
8404,15048,19,37.0,2025-07-30
8405,15049,7,50.0,2026-01-28
8406,15052,15,61.0,2025-02-24
8407,15054,19,45.0,2024-06-11
8408,15055,1,56.0,2024-12-22
8409,15055,3,50.0,2025-01-20
8410,15057,7,58.0,2024-11-25
8411,15057,17,39.0,2024-11-29
8412,15057,1,72.0,2024-12-27
8413,15057,2,99.0,2024-12-27
8414,15058,19,81.0,2025-05-12
8415,15058,20,99.0,2025-05-12
8416,15060,7,41.0,2025-02-17
8417,15061,15,65.0,2026-01-11
8418,15063,7,52.0,2024-07-26
8419,15065,21,86.0,2025-02-14
8420,15065,22,92.0,2025-02-14
8421,15068,19,56.0,2024-07-17
8422,15070,1,93.0,2024-11-14
8423,15070,2,72.0,2024-11-14
8424,15071,21,99.0,2026-02-14
8425,15071,22,78.0,2026-02-14
8426,15075,21,81.0,2025-12-11
8427,15075,22,72.0,2025-12-11
8428,15077,3,37.0,2025-01-19
8429,15078,23,60.0,2024-09-25
8430,15080,1,94.0,2024-02-23
8431,15080,2,82.0,2024-02-23
8432,15081,9,56.0,2025-06-09
8433,15086,7,42.0,2024-05-24
8434,15087,23,82.0,2024-09-06
8435,15087,24,74.0,2024-09-06
8436,15088,17,100.0,2024-06-20
8437,15088,18,98.0,2024-06-20
8438,15089,7,43.0,2025-05-13
8439,15089,23,41.0,2025-04-21
8440,15089,3,36.0,2025-05-07
8441,15092,7,42.0,2024-06-13
8442,15097,15,61.0,2026-04-15
8443,15100,3,52.0,2026-01-02
8444,15108,21,51.0,2025-04-26
8445,15109,19,41.0,2024-10-23
8446,15111,5,51.0,2025-06-10
8447,15113,13,65.0,2025-07-08
8448,15114,7,55.0,2024-09-25
8449,15119,23,46.0,2025-12-22
8450,15120,1,51.0,2025-07-07
8451,15121,19,38.0,2025-03-04
8452,15122,23,36.0,2026-04-27
8453,15123,11,76.0,2025-07-15
8454,15123,12,93.0,2025-07-15
8455,15125,17,81.0,2025-11-19
8456,15125,18,82.0,2025-11-19
8457,15125,9,88.0,2025-11-05
8458,15125,10,85.0,2025-11-05
8459,15127,5,46.0,2026-05-11
8460,15131,19,43.0,2026-06-07
8461,15133,19,42.0,2024-11-11
8462,15133,1,46.0,2024-12-07
8463,15139,13,44.0,2025-10-13
8464,15141,23,96.0,2025-06-17
8465,15141,24,73.0,2025-06-17
8466,15143,13,48.0,2024-03-28
8467,15144,23,39.0,2025-11-28
8468,15146,9,100.0,2025-09-13
8469,15146,10,91.0,2025-09-13
8470,15151,23,41.0,2025-03-26
8471,15151,7,92.0,2025-05-04
8472,15151,8,84.0,2025-05-04
8473,15152,7,100.0,2025-07-02
8474,15152,8,79.0,2025-07-02
8475,15153,1,40.0,2025-02-09
8476,15154,3,77.0,2025-09-17
8477,15154,4,77.0,2025-09-17
8478,15156,5,52.0,2026-01-23
8479,15157,7,75.0,2024-10-04
8480,15157,8,94.0,2024-10-04
8481,15157,23,74.0,2024-11-02
8482,15157,24,73.0,2024-11-02
8483,15159,21,46.0,2025-03-04
8484,15161,21,93.0,2025-01-11
8485,15161,22,100.0,2025-01-11
8486,15162,11,51.0,2025-10-19
8487,15163,19,49.0,2025-11-28
8488,15163,7,45.0,2025-11-10
8489,15164,15,43.0,2026-05-14
8490,15164,11,82.0,2026-05-14
8491,15164,12,80.0,2026-05-14
8492,15166,23,84.0,2024-07-04
8493,15166,24,95.0,2024-07-04
8494,15170,23,52.0,2024-12-08
8495,15171,3,44.0,2025-09-05
8496,15176,7,37.0,2024-06-04
8497,15179,13,58.0,2025-04-03
8498,15180,5,56.0,2025-02-25
8499,15185,5,100.0,2025-04-03
8500,15185,6,73.0,2025-04-03
8501,15186,23,38.0,2024-07-26
8502,15191,19,52.0,2025-09-17
8503,15191,5,35.0,2025-09-14
8504,15194,19,62.0,2026-01-04
8505,15197,13,82.0,2024-04-30
8506,15197,14,82.0,2024-04-30
8507,15197,9,36.0,2024-03-22
8508,15198,19,80.0,2025-04-25
8509,15198,20,86.0,2025-04-25
8510,15207,3,74.0,2025-11-21
8511,15207,4,98.0,2025-11-21
8512,15208,15,97.0,2025-06-02
8513,15208,16,87.0,2025-06-02
8514,15210,7,43.0,2025-02-12
8515,15213,21,65.0,2024-09-25
8516,15214,19,100.0,2026-01-03
8517,15214,20,83.0,2026-01-03
8518,15223,11,93.0,2025-02-27
8519,15223,12,75.0,2025-02-27
8520,15224,1,38.0,2024-11-19
8521,15225,7,99.0,2024-06-08
8522,15225,8,76.0,2024-06-08
8523,15228,19,89.0,2024-05-04
8524,15228,20,92.0,2024-05-04
8525,15229,9,35.0,2025-04-25
8526,15235,17,38.0,2025-04-18
8527,15235,3,59.0,2025-04-18
8528,15236,19,39.0,2024-04-02
8529,15237,11,100.0,2025-02-16
8530,15237,12,93.0,2025-02-16
8531,15239,23,42.0,2025-12-10
8532,15241,7,52.0,2026-03-23
8533,15242,19,97.0,2024-06-01
8534,15242,20,79.0,2024-06-01
8535,15257,21,60.0,2025-12-15
8536,15259,17,63.0,2025-03-06
8537,15261,11,56.0,2025-02-21
8538,15262,15,41.0,2025-05-16
8539,15263,9,60.0,2026-05-30
8540,15263,15,84.0,2026-05-18
8541,15263,16,83.0,2026-05-18
8542,15265,19,41.0,2024-06-05
8543,15268,13,60.0,2025-06-23
8544,15269,19,56.0,2024-12-04
8545,15272,19,62.0,2024-11-18
8546,15275,11,47.0,2024-03-23
8547,15276,19,53.0,2024-07-12
8548,15278,15,38.0,2026-03-19
8549,15278,11,61.0,2026-02-06
8550,15281,7,58.0,2026-01-23
8551,15285,5,86.0,2026-04-23
8552,15285,6,98.0,2026-04-23
8553,15286,21,39.0,2025-09-08
8554,15298,5,56.0,2024-12-22
8555,15299,19,38.0,2025-02-27
8556,15302,7,59.0,2024-05-13
8557,15303,23,65.0,2024-09-25
8558,15304,7,56.0,2025-09-09
8559,15306,17,98.0,2025-07-05
8560,15306,18,99.0,2025-07-05
8561,15307,5,94.0,2025-05-08
8562,15307,6,77.0,2025-05-08
