progress_id,student_id,lesson_id,completion_percentage,last_accessed
74252,17389,75,100.0,2026-04-19
74253,17389,76,100.0,2026-04-14
74254,17389,77,50.0,2026-04-19
74255,17389,78,100.0,2026-04-12
74256,17389,79,100.0,2026-04-05
74257,17389,80,100.0,2026-04-12
74258,17389,81,50.0,2026-04-07
74259,17390,42,100.0,2025-09-19
74260,17390,43,100.0,2025-09-20
74261,17390,111,100.0,2025-08-29
74262,17390,112,100.0,2025-08-27
74263,17391,23,100.0,2024-09-22
74264,17391,24,100.0,2024-09-22
74265,17392,23,100.0,2025-10-07
74266,17392,24,100.0,2025-10-11
74267,17392,25,50.0,2025-10-08
74268,17392,26,50.0,2025-10-20
74269,17392,27,100.0,2025-10-19
74270,17392,85,100.0,2025-10-02
74271,17392,86,100.0,2025-10-01
74272,17393,1,100.0,2024-09-26
74273,17394,94,100.0,2026-04-06
74274,17394,95,100.0,2026-04-07
74275,17394,96,100.0,2026-03-28
74276,17394,97,100.0,2026-03-27
74277,17394,98,100.0,2026-04-09
74278,17394,99,100.0,2026-04-07
74279,17394,100,100.0,2026-04-05
74280,17394,101,100.0,2026-04-14
74281,17394,102,100.0,2026-04-08
74282,17398,66,100.0,2025-08-24
74283,17399,1,100.0,2024-11-11
74284,17401,31,100.0,2025-09-01
74285,17401,32,100.0,2025-08-05
74286,17401,33,100.0,2025-08-09
74287,17401,34,100.0,2025-08-28
74288,17401,35,100.0,2025-08-10
74289,17401,36,100.0,2025-08-22
74290,17401,37,100.0,2025-08-12
74291,17401,38,100.0,2025-08-14
74292,17401,39,100.0,2025-08-06
74293,17401,40,100.0,2025-08-25
74294,17401,41,100.0,2025-08-30
74295,17402,23,50.0,2026-01-03
74296,17402,24,100.0,2026-01-03
74297,17402,25,50.0,2026-01-03
74298,17402,111,100.0,2025-12-07
74299,17402,112,100.0,2025-12-09
74300,17402,113,50.0,2025-12-02
74301,17402,114,100.0,2025-12-05
74302,17402,115,100.0,2025-12-07
74303,17402,116,100.0,2025-12-06
74304,17402,117,50.0,2025-12-07
74305,17402,118,50.0,2025-11-30
74306,17402,119,100.0,2025-11-26
74307,17402,120,50.0,2025-12-07
74308,17402,31,100.0,2025-11-24
74309,17403,103,100.0,2025-11-18
74310,17403,104,100.0,2025-11-28
74311,17403,105,100.0,2025-11-28
74312,17403,106,50.0,2025-11-22
74313,17403,107,100.0,2025-11-19
74314,17403,108,100.0,2025-11-23
74315,17403,109,100.0,2025-11-22
74316,17405,111,100.0,2024-07-21
74317,17405,112,100.0,2024-07-20
74318,17407,103,100.0,2024-11-09
74319,17407,104,100.0,2024-11-07
74320,17408,23,100.0,2025-11-04
74321,17408,24,100.0,2025-10-18
74322,17408,25,100.0,2025-12-04
74323,17408,26,100.0,2025-10-26
74324,17408,27,100.0,2025-10-25
74325,17408,28,100.0,2025-10-29
74326,17408,29,100.0,2025-10-16
74327,17408,30,100.0,2025-12-03
74328,17408,66,100.0,2025-10-17
74329,17408,67,100.0,2025-10-17
74330,17408,11,100.0,2025-10-29
74331,17408,12,100.0,2025-10-28
74332,17410,66,100.0,2025-12-14
74333,17410,85,100.0,2025-11-03
74334,17410,86,100.0,2025-11-04
74335,17411,1,100.0,2025-06-09
74336,17411,2,100.0,2025-07-01
74337,17411,3,100.0,2025-07-06
74338,17411,4,100.0,2025-06-10
74339,17411,5,100.0,2025-06-28
74340,17411,6,100.0,2025-06-22
74341,17411,7,100.0,2025-06-14
74342,17411,8,100.0,2025-06-30
74343,17411,9,100.0,2025-06-16
74344,17411,10,100.0,2025-06-09
74345,17412,1,50.0,2026-04-09
74346,17412,2,50.0,2026-04-19
74347,17412,3,50.0,2026-04-10
74348,17412,4,100.0,2026-04-11
74349,17412,5,100.0,2026-04-15
74350,17412,6,50.0,2026-04-22
74351,17412,11,50.0,2026-04-30
74352,17412,12,50.0,2026-04-23
74353,17412,13,50.0,2026-04-20
74354,17412,14,50.0,2026-04-30
74355,17413,11,100.0,2025-02-22
74356,17413,12,100.0,2025-02-22
74357,17414,111,50.0,2025-03-23
74358,17414,112,50.0,2025-03-22
74359,17414,113,50.0,2025-03-20
74360,17414,114,50.0,2025-03-25
74361,17414,115,50.0,2025-03-27
74362,17414,116,100.0,2025-03-26
74363,17415,23,50.0,2024-04-24
74364,17415,24,100.0,2024-05-02
74365,17415,25,50.0,2024-04-29
74366,17415,26,50.0,2024-05-08
74367,17417,31,100.0,2024-04-24
74368,17417,32,100.0,2024-05-08
74369,17417,33,100.0,2024-05-09
74370,17417,34,100.0,2024-05-02
74371,17417,35,100.0,2024-04-27
74372,17417,36,50.0,2024-04-29
74373,17417,37,50.0,2024-04-25
74374,17417,38,100.0,2024-05-06
74375,17417,39,100.0,2024-04-26
74376,17417,40,50.0,2024-04-24
74377,17418,94,100.0,2025-05-13
74378,17418,95,100.0,2025-05-12
74379,17418,96,100.0,2025-05-26
74380,17418,97,100.0,2025-05-27
74381,17418,98,100.0,2025-05-15
74382,17418,99,100.0,2025-05-13
74383,17418,100,100.0,2025-05-18
74384,17418,101,100.0,2025-05-20
74385,17418,102,100.0,2025-05-17
74386,17418,103,100.0,2025-04-09
74387,17418,104,100.0,2025-04-10
74388,17419,42,100.0,2025-05-18
74389,17419,43,100.0,2025-05-19
74390,17419,53,100.0,2025-06-15
74391,17419,54,100.0,2025-06-10
74392,17419,55,100.0,2025-06-16
74393,17420,31,100.0,2025-05-22
74394,17420,32,50.0,2025-05-23
74395,17420,33,50.0,2025-05-18
74396,17420,34,50.0,2025-05-21
74397,17420,35,100.0,2025-05-16
74398,17420,36,50.0,2025-05-27
74399,17420,37,50.0,2025-05-13
74400,17420,38,50.0,2025-05-21
74401,17420,94,100.0,2025-05-29
74402,17420,95,100.0,2025-05-29
74403,17421,1,100.0,2025-12-23
74404,17421,2,100.0,2026-01-02
74405,17421,3,100.0,2025-12-31
74406,17421,4,100.0,2025-12-21
74407,17421,5,100.0,2025-12-15
74408,17421,6,100.0,2026-01-01
74409,17421,7,100.0,2025-12-11
74410,17421,8,100.0,2025-12-23
74411,17421,9,100.0,2026-01-01
74412,17421,10,100.0,2025-12-23
74413,17422,94,100.0,2024-10-18
74414,17423,23,50.0,2026-06-19
74415,17423,24,50.0,2026-06-15
74416,17423,25,50.0,2026-06-11
74417,17423,26,50.0,2026-06-08
74418,17423,31,100.0,2026-05-29
74419,17423,32,100.0,2026-05-30
74420,17423,94,100.0,2026-04-28
74421,17424,66,100.0,2026-01-09
74422,17424,67,100.0,2026-01-08
74423,17424,68,100.0,2026-01-20
74424,17424,69,100.0,2026-01-07
74425,17424,70,100.0,2026-01-08
74426,17424,71,100.0,2026-01-21
74427,17424,72,100.0,2026-01-12
74428,17424,73,100.0,2026-01-26
74429,17425,66,100.0,2025-11-01
74430,17425,67,100.0,2025-10-30
74431,17427,1,50.0,2025-09-11
74432,17427,2,100.0,2025-09-14
74433,17427,3,100.0,2025-09-18
74434,17427,4,100.0,2025-09-17
74435,17428,85,100.0,2024-12-26
74436,17429,53,50.0,2025-12-21
74437,17429,54,50.0,2025-12-18
74438,17429,55,100.0,2025-12-23
74439,17429,56,50.0,2025-12-16
74440,17430,94,50.0,2024-08-18
74441,17430,95,100.0,2024-08-19
74442,17430,96,50.0,2024-08-08
74443,17430,97,50.0,2024-08-20
74444,17430,98,100.0,2024-08-12
74445,17430,99,50.0,2024-08-07
74446,17430,100,100.0,2024-08-21
74447,17430,101,100.0,2024-08-09
74448,17431,42,100.0,2025-04-19
74449,17431,43,100.0,2025-04-21
74450,17432,31,100.0,2024-04-26
74451,17434,103,100.0,2026-05-08
74452,17434,104,100.0,2026-05-17
74453,17434,105,100.0,2026-04-21
74454,17434,106,100.0,2026-04-20
74455,17434,107,100.0,2026-05-08
74456,17434,108,100.0,2026-04-24
74457,17434,109,100.0,2026-05-11
74458,17434,110,100.0,2026-05-12
74459,17435,85,100.0,2026-04-07
74460,17435,86,100.0,2026-04-09
74461,17436,42,100.0,2025-08-26
74462,17436,43,100.0,2025-08-28
74463,17437,103,100.0,2025-01-21
74464,17437,104,100.0,2025-01-20
74465,17438,23,100.0,2026-02-01
74466,17439,66,100.0,2024-02-23
74467,17439,67,100.0,2024-03-03
74468,17439,68,100.0,2024-02-21
74469,17439,69,100.0,2024-03-03
74470,17439,70,100.0,2024-02-29
74471,17439,71,100.0,2024-03-04
74472,17441,42,100.0,2025-12-27
74473,17441,43,50.0,2025-12-20
74474,17441,44,100.0,2025-12-22
74475,17441,31,100.0,2026-01-03
74476,17441,1,50.0,2026-01-18
74477,17441,2,50.0,2026-01-18
74478,17441,3,50.0,2026-01-15
74479,17441,4,50.0,2026-01-07
74480,17441,5,50.0,2026-01-06
74481,17441,6,50.0,2026-01-15
74482,17441,7,100.0,2026-01-13
74483,17441,8,50.0,2026-01-15
74484,17442,103,100.0,2025-08-21
74485,17442,11,100.0,2025-09-15
74486,17442,12,100.0,2025-09-13
74487,17443,85,100.0,2026-01-15
74488,17443,86,50.0,2026-01-26
74489,17443,87,100.0,2026-01-26
74490,17444,53,100.0,2025-09-29
74491,17444,54,100.0,2025-09-22
74492,17444,55,100.0,2025-10-02
74493,17444,56,100.0,2025-09-21
74494,17444,57,100.0,2025-09-23
74495,17444,58,100.0,2025-10-03
74496,17444,59,100.0,2025-09-24
74497,17444,60,50.0,2025-10-02
74498,17444,61,50.0,2025-09-23
74499,17446,11,50.0,2024-03-07
74500,17446,12,50.0,2024-03-06
74501,17446,13,100.0,2024-03-15
74502,17447,85,50.0,2026-02-13
74503,17447,86,100.0,2026-02-13
74504,17447,87,50.0,2026-02-18
74505,17448,42,100.0,2025-06-06
74506,17449,94,100.0,2024-05-28
74507,17449,95,100.0,2024-06-17
74508,17449,96,100.0,2024-07-10
74509,17449,97,100.0,2024-05-26
74510,17449,98,100.0,2024-05-25
74511,17449,99,100.0,2024-06-01
74512,17449,100,100.0,2024-07-03
74513,17449,101,100.0,2024-07-12
74514,17449,102,100.0,2024-06-21
74515,17451,42,100.0,2025-01-25
74516,17451,43,100.0,2025-01-25
74517,17452,53,100.0,2026-05-04
74518,17452,54,100.0,2026-05-04
74519,17453,31,100.0,2024-10-30
74520,17453,32,100.0,2024-10-31
74521,17453,33,100.0,2024-11-06
74522,17453,34,50.0,2024-10-31
74523,17453,35,100.0,2024-11-05
74524,17453,36,100.0,2024-10-24
74525,17453,37,50.0,2024-11-01
74526,17453,1,100.0,2024-11-30
74527,17454,31,100.0,2024-07-10
74528,17454,32,100.0,2024-07-09
74529,17454,94,100.0,2024-07-31
74530,17454,95,100.0,2024-07-19
74531,17454,96,100.0,2024-07-23
74532,17454,97,50.0,2024-07-26
74533,17454,98,50.0,2024-07-22
74534,17454,99,50.0,2024-07-27
74535,17455,31,100.0,2024-03-08
74536,17456,31,100.0,2024-10-19
74537,17457,103,100.0,2025-11-23
74538,17457,104,100.0,2025-11-24
74539,17457,74,100.0,2025-12-07
74540,17457,75,100.0,2025-12-06
74541,17458,1,50.0,2024-09-15
74542,17458,2,100.0,2024-09-07
74543,17458,3,100.0,2024-09-06
74544,17458,4,50.0,2024-09-03
74545,17458,5,50.0,2024-09-04
74546,17460,31,100.0,2024-10-26
74547,17461,31,100.0,2024-06-26
74548,17461,32,50.0,2024-06-22
74549,17461,33,100.0,2024-06-24
74550,17461,34,100.0,2024-06-22
74551,17462,1,100.0,2025-07-15
74552,17462,2,100.0,2025-07-15
74553,17464,31,100.0,2025-07-03
74554,17464,32,100.0,2025-07-01
74555,17464,74,100.0,2025-07-26
74556,17464,75,100.0,2025-07-26
74557,17465,1,100.0,2024-03-31
74558,17465,85,100.0,2024-03-17
74559,17465,86,50.0,2024-03-22
74560,17465,87,50.0,2024-03-22
74561,17467,31,100.0,2024-11-14
74562,17467,32,100.0,2024-11-26
74563,17467,33,100.0,2024-11-25
74564,17467,34,50.0,2024-11-19
74565,17467,94,100.0,2024-11-01
74566,17467,95,100.0,2024-11-01
74567,17471,1,100.0,2024-12-10
74568,17472,31,100.0,2024-06-12
74569,17472,32,100.0,2024-05-31
74570,17472,33,100.0,2024-05-28
74571,17472,34,100.0,2024-06-20
74572,17472,35,100.0,2024-06-07
74573,17472,36,100.0,2024-06-19
74574,17472,37,100.0,2024-06-08
74575,17472,38,100.0,2024-06-19
74576,17472,39,100.0,2024-05-26
74577,17472,40,100.0,2024-05-15
74578,17472,41,100.0,2024-06-05
74579,17474,111,100.0,2025-12-07
74580,17474,112,50.0,2025-12-08
74581,17474,113,50.0,2025-12-10
74582,17474,114,50.0,2025-12-04
74583,17474,115,100.0,2025-12-06
74584,17474,116,50.0,2025-12-01
74585,17474,74,100.0,2025-12-02
74586,17474,75,50.0,2025-12-06
74587,17474,76,50.0,2025-12-12
74588,17474,77,100.0,2025-12-01
74589,17474,78,100.0,2025-12-02
74590,17474,79,100.0,2025-12-12
74591,17474,80,50.0,2025-12-06
74592,17474,81,50.0,2025-12-09
74593,17474,82,50.0,2025-12-02
74594,17475,42,50.0,2024-03-10
74595,17475,43,50.0,2024-03-04
74596,17475,44,100.0,2024-03-02
74597,17475,45,100.0,2024-03-08
74598,17475,46,100.0,2024-02-28
74599,17475,47,100.0,2024-03-01
74600,17475,66,100.0,2024-02-14
74601,17475,67,100.0,2024-02-13
74602,17476,31,100.0,2024-07-08
74603,17477,66,100.0,2025-10-21
74604,17478,111,100.0,2024-07-28
74605,17478,112,100.0,2024-07-31
74606,17478,113,100.0,2024-07-24
74607,17478,114,50.0,2024-07-29
74608,17478,115,50.0,2024-08-05
74609,17478,116,100.0,2024-08-04
74610,17478,117,50.0,2024-07-27
74611,17478,31,100.0,2024-08-01
74612,17478,32,100.0,2024-08-01
74613,17479,31,100.0,2024-03-17
74614,17479,32,100.0,2024-05-01
74615,17479,33,100.0,2024-03-31
74616,17479,34,100.0,2024-04-06
74617,17479,35,100.0,2024-04-07
74618,17479,36,100.0,2024-03-13
74619,17479,37,100.0,2024-03-21
74620,17479,38,100.0,2024-03-23
74621,17479,39,100.0,2024-04-28
74622,17479,40,100.0,2024-04-02
74623,17479,41,100.0,2024-03-14
74624,17482,23,100.0,2024-12-09
74625,17482,24,100.0,2024-12-07
74626,17483,111,100.0,2024-08-29
74627,17483,112,100.0,2024-08-29
74628,17484,103,100.0,2024-11-13
74629,17484,23,100.0,2024-10-22
74630,17484,24,100.0,2024-10-21
74631,17485,94,100.0,2024-10-12
74632,17485,95,50.0,2024-10-21
74633,17485,96,50.0,2024-10-17
74634,17487,42,100.0,2025-12-27
74635,17487,43,100.0,2025-12-28
74636,17487,74,100.0,2026-01-28
74637,17487,75,100.0,2026-02-15
74638,17487,76,100.0,2026-02-24
74639,17487,77,100.0,2026-02-13
74640,17487,78,100.0,2026-02-05
74641,17487,79,100.0,2026-01-18
74642,17487,80,100.0,2026-02-22
74643,17487,81,100.0,2026-02-14
74644,17487,82,100.0,2026-02-16
74645,17487,83,100.0,2026-02-01
74646,17487,84,100.0,2026-02-28
74647,17489,31,100.0,2026-03-01
74648,17489,32,100.0,2026-03-09
74649,17489,33,100.0,2026-03-08
74650,17489,34,50.0,2026-03-10
74651,17489,35,100.0,2026-02-25
74652,17490,31,50.0,2024-12-08
74653,17490,32,50.0,2024-12-17
74654,17490,33,100.0,2024-12-12
74655,17490,34,50.0,2024-12-09
74656,17490,35,100.0,2024-12-13
74657,17490,111,100.0,2024-12-22
74658,17490,112,100.0,2024-12-22
74659,17491,31,100.0,2024-06-20
74660,17491,32,100.0,2024-06-21
74661,17492,66,50.0,2025-07-14
74662,17492,67,50.0,2025-07-24
74663,17492,68,100.0,2025-07-24
74664,17492,69,100.0,2025-07-24
74665,17492,74,100.0,2025-07-26
74666,17492,75,100.0,2025-07-26
74667,17494,23,100.0,2025-01-13
74668,17494,24,50.0,2025-01-17
74669,17494,25,50.0,2025-01-22
74670,17494,26,50.0,2025-01-23
74671,17494,27,50.0,2025-01-18
74672,17494,28,50.0,2025-01-14
74673,17495,53,100.0,2025-05-05
74674,17495,54,100.0,2025-05-03
74675,17498,23,50.0,2024-10-22
74676,17498,24,50.0,2024-10-14
74677,17498,25,50.0,2024-10-20
74678,17498,26,100.0,2024-10-22
74679,17498,27,100.0,2024-10-10
74680,17498,28,50.0,2024-10-13
74681,17499,94,100.0,2024-05-11
74682,17500,103,100.0,2025-11-19
74683,17500,104,50.0,2025-11-26
74684,17500,105,50.0,2025-11-27
74685,17500,53,100.0,2025-11-02
74686,17500,54,100.0,2025-11-08
74687,17500,55,50.0,2025-11-06
74688,17500,56,100.0,2025-11-13
74689,17500,57,50.0,2025-11-01
74690,17500,58,50.0,2025-11-08
74691,17501,111,100.0,2024-01-24
74692,17502,94,100.0,2024-07-20
74693,17502,95,100.0,2024-07-20
74694,17504,85,100.0,2025-07-26
74695,17505,94,100.0,2025-03-18
74696,17505,95,100.0,2025-03-17
74697,17506,111,100.0,2025-04-25
74698,17508,11,100.0,2024-02-25
74699,17508,12,100.0,2024-02-24
74700,17509,31,100.0,2024-05-31
74701,17509,32,100.0,2024-05-14
74702,17509,33,100.0,2024-05-08
74703,17509,34,100.0,2024-05-08
74704,17509,35,100.0,2024-04-24
74705,17509,36,100.0,2024-05-12
74706,17509,37,100.0,2024-05-05
74707,17509,38,100.0,2024-05-26
74708,17509,39,100.0,2024-04-24
74709,17509,40,100.0,2024-05-08
74710,17509,41,100.0,2024-04-26
74711,17511,53,100.0,2025-06-06
74712,17511,54,100.0,2025-06-06
74713,17511,42,100.0,2025-05-15
74714,17511,85,100.0,2025-06-12
74715,17511,86,100.0,2025-06-12
74716,17512,85,100.0,2025-09-07
74717,17512,86,100.0,2025-09-05
74718,17513,94,100.0,2024-07-21
74719,17513,95,50.0,2024-07-22
74720,17513,96,50.0,2024-07-28
74721,17513,97,100.0,2024-07-15
74722,17513,98,100.0,2024-07-25
74723,17513,99,50.0,2024-07-23
74724,17513,100,50.0,2024-07-16
74725,17513,101,50.0,2024-07-14
74726,17514,53,50.0,2025-04-11
74727,17514,54,50.0,2025-04-03
74728,17514,55,50.0,2025-04-08
74729,17514,56,100.0,2025-04-08
74730,17515,1,100.0,2025-03-25
74731,17516,31,100.0,2024-06-08
74732,17516,32,100.0,2024-06-09
74733,17520,23,100.0,2025-10-06
74734,17520,24,100.0,2025-10-05
74735,17521,103,100.0,2024-12-02
74736,17521,104,100.0,2024-11-21
74737,17521,105,100.0,2024-11-27
74738,17522,94,100.0,2024-07-26
74739,17523,11,50.0,2025-09-08
74740,17523,12,100.0,2025-09-13
74741,17523,13,50.0,2025-09-09
74742,17524,66,100.0,2026-02-05
74743,17524,67,100.0,2026-02-06
74744,17526,94,50.0,2024-07-29
74745,17526,95,100.0,2024-08-01
74746,17526,96,50.0,2024-07-20
74747,17526,97,50.0,2024-07-17
74748,17526,98,100.0,2024-07-19
74749,17526,99,50.0,2024-07-30
74750,17526,100,100.0,2024-08-01
74751,17526,111,50.0,2024-07-23
74752,17526,112,100.0,2024-07-22
74753,17526,113,100.0,2024-07-21
74754,17526,114,100.0,2024-07-13
74755,17526,115,100.0,2024-07-13
74756,17526,116,50.0,2024-07-21
74757,17526,117,100.0,2024-07-14
74758,17526,118,100.0,2024-07-15
74759,17526,119,50.0,2024-07-17
74760,17526,120,50.0,2024-07-15
74761,17526,121,50.0,2024-07-25
74762,17526,122,50.0,2024-07-17
74763,17526,123,100.0,2024-07-21
74764,17526,124,100.0,2024-07-13
74765,17528,85,100.0,2025-04-29
74766,17528,86,100.0,2025-04-11
74767,17528,87,100.0,2025-04-13
74768,17528,88,100.0,2025-05-08
74769,17528,89,100.0,2025-05-06
74770,17528,90,100.0,2025-04-11
74771,17528,91,100.0,2025-05-05
74772,17528,92,100.0,2025-05-05
74773,17528,93,100.0,2025-04-23
74774,17529,31,50.0,2024-05-08
74775,17529,32,100.0,2024-04-29
74776,17529,33,100.0,2024-05-06
74777,17529,34,50.0,2024-04-29
74778,17529,35,100.0,2024-05-04
74779,17529,36,50.0,2024-05-06
74780,17529,37,100.0,2024-05-03
74781,17529,38,50.0,2024-05-02
74782,17530,66,100.0,2025-09-03
74783,17530,103,100.0,2025-10-13
74784,17530,104,100.0,2025-10-14
74785,17530,31,100.0,2025-09-22
74786,17531,31,100.0,2024-04-09
74787,17532,31,50.0,2024-10-11
74788,17532,32,50.0,2024-10-16
74789,17532,33,50.0,2024-10-11
74790,17532,34,50.0,2024-10-15
74791,17532,35,100.0,2024-10-05
74792,17533,111,100.0,2024-06-22
74793,17533,112,100.0,2024-06-14
74794,17533,113,50.0,2024-06-11
74795,17533,114,50.0,2024-06-10
74796,17533,115,100.0,2024-06-22
74797,17533,116,50.0,2024-06-17
74798,17533,117,100.0,2024-06-20
74799,17533,118,100.0,2024-06-22
74800,17533,119,50.0,2024-06-16
74801,17533,120,100.0,2024-06-17
74802,17533,121,50.0,2024-06-13
74803,17533,122,50.0,2024-06-24
74804,17533,123,100.0,2024-06-18
74805,17533,31,100.0,2024-06-08
74806,17533,32,100.0,2024-06-07
74807,17534,53,100.0,2026-04-09
74808,17534,54,100.0,2026-04-14
74809,17534,55,100.0,2026-04-14
74810,17534,56,100.0,2026-04-11
74811,17534,57,50.0,2026-04-19
74812,17534,58,50.0,2026-04-18
74813,17535,31,100.0,2025-11-11
74814,17535,32,100.0,2025-11-09
74815,17537,31,50.0,2026-03-21
74816,17537,32,50.0,2026-03-30
74817,17537,33,100.0,2026-03-26
74818,17537,34,50.0,2026-03-28
74819,17537,35,50.0,2026-03-20
74820,17537,36,100.0,2026-03-19
74821,17537,37,100.0,2026-03-31
74822,17537,38,50.0,2026-03-17
74823,17537,39,100.0,2026-03-31
74824,17537,40,100.0,2026-03-28
74825,17538,31,50.0,2024-08-28
74826,17538,32,50.0,2024-08-30
74827,17538,33,50.0,2024-08-30
74828,17538,34,100.0,2024-08-30
74829,17538,35,50.0,2024-09-07
74830,17538,36,50.0,2024-08-28
74831,17538,37,50.0,2024-09-11
74832,17538,38,100.0,2024-09-02
74833,17538,39,50.0,2024-09-08
74834,17538,40,50.0,2024-09-10
74835,17539,111,100.0,2026-01-04
74836,17540,111,100.0,2024-03-02
74837,17540,112,100.0,2024-03-04
74838,17541,85,100.0,2025-03-08
74839,17541,86,100.0,2025-03-07
74840,17542,23,100.0,2025-01-07
74841,17542,24,100.0,2025-01-11
74842,17542,25,100.0,2025-01-20
74843,17542,26,100.0,2025-01-06
74844,17542,27,100.0,2025-01-03
74845,17542,28,100.0,2025-01-12
74846,17542,29,100.0,2025-01-13
74847,17542,30,100.0,2025-01-02
74848,17545,94,100.0,2024-04-26
74849,17545,66,100.0,2024-05-07
74850,17545,67,100.0,2024-05-06
74851,17546,53,100.0,2025-06-07
74852,17546,54,100.0,2025-06-07
74853,17546,55,100.0,2025-06-01
74854,17546,56,100.0,2025-06-12
74855,17546,57,50.0,2025-06-04
74856,17546,58,50.0,2025-06-01
74857,17546,94,100.0,2025-06-17
74858,17546,95,100.0,2025-06-17
74859,17546,42,100.0,2025-06-16
74860,17547,94,100.0,2024-07-24
74861,17548,31,100.0,2024-05-24
74862,17550,23,100.0,2024-05-07
74863,17551,31,100.0,2025-09-28
74864,17551,32,100.0,2025-09-28
74865,17551,85,100.0,2025-10-16
74866,17551,86,100.0,2025-09-29
74867,17551,87,100.0,2025-10-08
74868,17551,88,100.0,2025-10-19
74869,17551,89,100.0,2025-10-12
74870,17551,90,100.0,2025-09-30
74871,17551,91,100.0,2025-10-18
74872,17551,92,100.0,2025-09-07
74873,17551,93,100.0,2025-10-02
74874,17551,103,100.0,2025-09-22
74875,17551,104,100.0,2025-09-23
74876,17552,31,100.0,2026-03-14
74877,17552,32,50.0,2026-03-21
74878,17552,33,50.0,2026-03-07
74879,17552,34,100.0,2026-03-16
74880,17553,103,100.0,2025-04-24
74881,17553,104,100.0,2025-04-26
74882,17555,66,100.0,2024-02-06
74883,17555,53,100.0,2024-04-01
74884,17555,54,100.0,2024-03-09
74885,17555,55,100.0,2024-03-10
74886,17555,56,100.0,2024-03-25
74887,17555,57,100.0,2024-04-06
74888,17555,58,100.0,2024-03-31
74889,17555,59,100.0,2024-03-30
74890,17555,60,100.0,2024-04-17
74891,17555,61,100.0,2024-03-24
74892,17555,62,100.0,2024-03-19
74893,17555,63,100.0,2024-03-29
74894,17555,64,100.0,2024-03-19
74895,17555,65,100.0,2024-04-03
74896,17556,85,100.0,2026-01-25
74897,17556,86,100.0,2026-01-24
74898,17558,11,100.0,2025-08-09
74899,17558,12,100.0,2025-08-08
74900,17559,53,100.0,2026-02-14
74901,17559,54,100.0,2026-02-20
74902,17559,55,50.0,2026-02-16
74903,17559,56,50.0,2026-02-10
74904,17559,57,50.0,2026-02-08
74905,17559,58,50.0,2026-02-20
74906,17559,59,100.0,2026-02-18
74907,17559,60,100.0,2026-02-14
74908,17559,61,100.0,2026-02-18
74909,17559,62,50.0,2026-02-19
74910,17559,63,100.0,2026-02-15
74911,17560,31,100.0,2024-04-28
74912,17561,1,100.0,2025-02-04
74913,17561,2,100.0,2025-02-02
74914,17561,74,50.0,2025-02-24
74915,17561,75,50.0,2025-02-17
74916,17561,76,100.0,2025-02-28
74917,17561,77,100.0,2025-02-23
74918,17561,78,100.0,2025-02-19
74919,17561,79,50.0,2025-03-03
74920,17561,80,50.0,2025-03-01
74921,17561,81,50.0,2025-02-21
74922,17561,82,100.0,2025-02-19
74923,17561,83,50.0,2025-02-18
74924,17561,31,100.0,2025-01-21
74925,17562,11,100.0,2025-07-18
74926,17562,12,100.0,2025-07-16
74927,17563,53,100.0,2025-05-29
74928,17563,66,100.0,2025-06-19
74929,17563,67,100.0,2025-06-27
74930,17563,68,50.0,2025-06-29
74931,17564,66,100.0,2025-09-06
74932,17565,111,100.0,2025-02-25
74933,17566,53,100.0,2026-02-19
74934,17566,54,100.0,2026-01-31
74935,17566,55,100.0,2026-02-03
74936,17566,56,100.0,2026-01-21
74937,17566,57,100.0,2026-02-02
74938,17566,58,100.0,2026-03-02
74939,17566,59,100.0,2026-02-13
74940,17566,60,100.0,2026-02-18
74941,17566,61,100.0,2026-03-03
74942,17566,62,100.0,2026-01-28
74943,17566,63,100.0,2026-02-24
74944,17566,64,100.0,2026-01-27
74945,17566,65,100.0,2026-03-01
74946,17567,11,100.0,2025-01-01
74947,17567,12,100.0,2024-12-22
74948,17567,13,100.0,2025-01-05
74949,17567,14,100.0,2024-12-23
74950,17567,15,50.0,2025-01-06
74951,17569,74,100.0,2024-03-10
74952,17570,23,100.0,2025-05-11
74953,17572,31,100.0,2024-05-21
74954,17573,31,50.0,2024-03-18
74955,17573,32,100.0,2024-03-16
74956,17573,33,50.0,2024-03-20
74957,17573,34,50.0,2024-03-17
74958,17573,35,50.0,2024-03-11
74959,17573,36,100.0,2024-03-19
74960,17573,37,100.0,2024-03-13
74961,17573,38,100.0,2024-03-22
74962,17573,39,50.0,2024-03-22
74963,17575,23,100.0,2025-01-06
74964,17575,24,100.0,2024-12-28
74965,17575,25,100.0,2025-01-02
74966,17575,26,100.0,2025-01-15
74967,17575,27,100.0,2025-01-10
74968,17575,28,100.0,2025-01-15
74969,17575,29,100.0,2025-01-04
74970,17575,30,100.0,2025-01-04
74971,17576,85,100.0,2026-04-02
74972,17576,86,50.0,2026-04-05
74973,17576,87,100.0,2026-04-03
74974,17577,103,100.0,2025-06-13
74975,17577,104,100.0,2025-06-05
74976,17577,105,100.0,2025-06-15
74977,17577,106,100.0,2025-06-19
74978,17577,107,100.0,2025-06-06
74979,17577,108,100.0,2025-06-27
74980,17577,109,100.0,2025-06-09
74981,17577,110,100.0,2025-06-03
74982,17579,103,100.0,2025-01-05
74983,17579,104,50.0,2025-01-05
74984,17579,105,100.0,2025-01-03
74985,17579,106,100.0,2025-01-09
74986,17579,23,100.0,2025-01-07
